Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags,lat,lng
51 Main Street Copenhagen Denmark,2025-04-24,7.9,Copenhagen Admiral Hotel,Canada,No Negative,0,Check in was fast and the receptionist upgraded us for free. Worth every euro.,14,8.4,"[ 'Business trip', 'Couple', 'Stayed 4 nights', 'Deluxe Room', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-03-19,7.9,Copenhagen Admiral Hotel,Poland,The elevator was out of service and we were on the 6th floor.,13,"The location was perfect, only a five minute walk to the old town.",13,9.1,"[ 'Leisure trip', 'Couple', 'Stayed 2 nights', 'Standard Double Room', 'Submitted on desktop' ]",55.67682,12.57776
51 Main Street Copenhagen Denmark,2025-05-16,7.9,Copenhagen Admiral Hotel,United Kingdom,Hidden city tax and parking fees appeared at checkout.,9,No Positive,0,7.8,"[ 'Business trip', 'Family with older children', 'Stayed 7 nights', 'Double or Twin Room', 'Submitted on desktop' ]",55.67682,12.57776
54 Main Street Prague Czech Republic,2025-11-01,7.3,Hotel U Prince,Canada,Construction next door started drilling at seven in the morning. Hidden city tax and parking fees appeared at checkout. Coffee at breakfast was undrinkable and the queue was long.,29,The rooftop bar has an amazing view over the city skyline.,11,4.8,"[ 'Business trip', 'Couple', 'Stayed 4 nights', 'Superior Double Room', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-09-17,7.3,Hotel U Prince,Netherlands,No Negative,0,Check in was fast and the receptionist upgraded us for free.,11,9.8,"[ 'Business trip', 'Family with young children', 'Stayed 4 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-08-12,7.3,Hotel U Prince,United States of America,No Negative,0,The bed was extremely comfortable and the shower pressure great. Would definitely stay here again on our next trip.,19,9.5,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Deluxe Room', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-06-04,7.3,Hotel U Prince,Turkey,"The safe in our room was broken and never repaired. The bathroom smelled of mould and the drain was clogged. The pool photos are misleading, it is tiny and cold.",30,The bed was extremely comfortable and the shower pressure great.,10,4.3,"[ 'Leisure trip', 'Family with older children', 'Stayed 4 nights', 'Superior Double Room', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-06-16,7.3,Hotel U Prince,Ireland,WiFi kept dropping and the staff could not fix it. The heating could not be turned off and the room was 28 degrees. The bathroom smelled of mould and the drain was clogged.,33,No Positive,0,4.8,"[ 'Business trip', 'Family with young children', 'Stayed 2 nights', 'Superior Double Room', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-07-26,7.3,Hotel U Prince,France,No Negative,0,The lobby is nicer than the rooms.,7,8.8,"[ 'Business trip', 'Couple', 'Stayed 1 night', 'Superior Double Room', 'Submitted from a mobile device' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-09-02,7.3,Hotel U Prince,Germany,The bathroom smelled of mould and the drain was clogged. We would not return.,14,No Positive,0,5.1,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-08-28,7.3,Hotel U Prince,Australia,The safe in our room was broken and never repaired.,10,No Positive,0,7.9,"[ 'Leisure trip', 'Family with young children', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-07-05,7.3,Hotel U Prince,Brazil,No Negative,0,The lobby is nicer than the rooms.,7,9.5,"[ 'Leisure trip', 'Family with young children', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-02-03,7.3,Hotel U Prince,Switzerland,Housekeeping knocked at 8am despite the do not disturb sign.,10,No Positive,0,8.3,"[ 'Leisure trip', 'Couple', 'Stayed 2 nights', 'Deluxe Room', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-12-25,7.3,Hotel U Prince,Germany,WiFi kept dropping and the staff could not fix it. Hidden city tax and parking fees appeared at checkout.,19,No Positive,0,4.0,"[ 'Leisure trip', 'Family with older children', 'Stayed 5 nights', 'Suite', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-12-26,7.3,Hotel U Prince,Italy,No Negative,0,"The location was perfect, only a five minute walk to the old town. Perfect base for sightseeing, every landmark within walking distance.",22,9.9,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Double or Twin Room', 'Submitted from a mobile device' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-09-14,7.3,Hotel U Prince,Italy,No Negative,0,"Perfect base for sightseeing, every landmark within walking distance. The rooftop bar has an amazing view over the city skyline.",20,10.0,"[ 'Leisure trip', 'Family with young children', 'Stayed 3 nights', 'Suite', 'Submitted on desktop' ]",50.07307,14.43884
54 Main Street Prague Czech Republic,2025-10-12,7.3,Hotel U Prince,Brazil,"Breakfast was chaotic, tables never cleaned, food ran out early. The elevator was out of service and we were on the 6th floor. The heating could not be turned off and the room was 28 degrees.",36,Our room was quiet even though the hotel is in the very centre.,13,6.0,"[ 'Leisure trip', 'Group', 'Stayed 5 nights', 'Deluxe Room', 'Submitted on desktop' ]",50.07307,14.43884
57 Main Street Amsterdam Netherlands,2025-11-23,7.6,Westcord City Centre Hotel,United States of America,Our booking for a double bed became two singles pushed together.,11,The staff went above and beyond when our train was delayed.,11,8.7,"[ 'Leisure trip', 'Family with older children', 'Stayed 2 nights', 'Standard Double Room', 'Submitted from a mobile device' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-07-20,7.6,Westcord City Centre Hotel,Spain,The bathroom smelled of mould and the drain was clogged. Our booking for a double bed became two singles pushed together. The heating could not be turned off and the room was 28 degrees.,34,The view from the 8th floor over the river was unforgettable.,11,5.9,"[ 'Leisure trip', 'Group', 'Stayed 1 night', 'Suite', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-11-02,7.6,Westcord City Centre Hotel,United Kingdom,No Negative,0,Great value for money compared with other options in this city. The staff went above and beyond when our train was delayed.,22,10.0,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Suite', 'Submitted from a mobile device' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-02-03,7.6,Westcord City Centre Hotel,Israel,"The heating could not be turned off and the room was 28 degrees. The pool photos are misleading, it is tiny and cold.",23,The concierge booked us a restaurant we could never have found. The bed was extremely comfortable and the shower pressure great. Highly recommended for couples on a city break.,29,8.4,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Double or Twin Room', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-09-09,7.6,Westcord City Centre Hotel,Italy,The safe in our room was broken and never repaired. Our booking for a double bed became two singles pushed together. The elevator was out of service and we were on the 6th floor.,34,"Fast wifi, good desk, worked perfectly for my remote work mornings.",11,6.0,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Double or Twin Room', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-11-26,7.6,Westcord City Centre Hotel,Israel,Housekeeping knocked at 8am despite the do not disturb sign. Reception was rude when we asked for a late checkout.,20,No Positive,0,3.3,"[ 'Leisure trip', 'Group', 'Stayed 3 nights', 'Double or Twin Room', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-03-16,7.6,Westcord City Centre Hotel,Spain,The bathroom smelled of mould and the drain was clogged. Our room was not ready at 4pm and we waited an hour in the lobby.,25,No Positive,0,7.6,"[ 'Business trip', 'Family with older children', 'Stayed 2 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-06-05,7.6,Westcord City Centre Hotel,Italy,Our booking for a double bed became two singles pushed together.,11,No Positive,0,5.8,"[ 'Leisure trip', 'Solo traveler', 'Stayed 3 nights', 'Suite', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-09-09,7.6,Westcord City Centre Hotel,Ireland,No Negative,0,Beautiful historic building with modern renovated bathrooms. The spa and sauna were a lovely surprise after a long flight.,19,9.6,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Superior Double Room', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-08-11,7.6,Westcord City Centre Hotel,Israel,"Our room was not ready at 4pm and we waited an hour in the lobby. The pool photos are misleading, it is tiny and cold. Breakfast was chaotic, tables never cleaned, food ran out early.",35,No Positive,0,5.4,"[ 'Business trip', 'Family with older children', 'Stayed 2 nights', 'Standard Double Room', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-08-14,7.6,Westcord City Centre Hotel,Switzerland,The safe in our room was broken and never repaired. WiFi kept dropping and the staff could not fix it.,20,"Perfect base for sightseeing, every landmark within walking distance. The bed was extremely comfortable and the shower pressure great.",19,9.2,"[ 'Leisure trip', 'Family with older children', 'Stayed 2 nights', 'Suite', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-12-05,7.6,Westcord City Centre Hotel,United States of America,No Negative,0,The lobby is nicer than the rooms.,7,8.2,"[ 'Leisure trip', 'Solo traveler', 'Stayed 3 nights', 'Standard Double Room', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-12-06,7.6,Westcord City Centre Hotel,Italy,No Negative,0,Breakfast had a huge spread with fresh pastries and good coffee.,11,8.9,"[ 'Leisure trip', 'Couple', 'Stayed 5 nights', 'Suite', 'Submitted on desktop' ]",52.37419,4.90647
57 Main Street Amsterdam Netherlands,2025-07-04,7.6,Westcord City Centre Hotel,Poland,Construction next door started drilling at seven in the morning. Management really needs to address this.,16,Room service arrived hot and faster than promised. The view from the 8th floor over the river was unforgettable.,19,8.9,"[ 'Leisure trip', 'Solo traveler', 'Stayed 1 night', 'Deluxe Room', 'Submitted on desktop' ]",52.37419,4.90647
60 Main Street Rome Italy,2025-03-28,8.4,The Telegraph Suites,Israel,No Negative,0,The view from the 8th floor over the river was unforgettable.,11,9.9,"[ 'Leisure trip', 'Solo traveler', 'Stayed 2 nights', 'Standard Double Room', 'Submitted from a mobile device' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-12-09,8.4,The Telegraph Suites,Netherlands,No Negative,0,"Fast wifi, good desk, worked perfectly for my remote work mornings.",11,10.0,"[ 'Leisure trip', 'Couple', 'Stayed 2 nights', 'Superior Double Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-11-09,8.4,The Telegraph Suites,Australia,The bathroom smelled of mould and the drain was clogged.,10,No Positive,0,3.9,"[ 'Leisure trip', 'Couple', 'Stayed 1 night', 'Deluxe Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-10-05,8.4,The Telegraph Suites,Turkey,No Negative,0,Check in was fast and the receptionist upgraded us for free.,11,9.1,"[ 'Business trip', 'Family with young children', 'Stayed 5 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-06-28,8.4,The Telegraph Suites,Australia,The heating could not be turned off and the room was 28 degrees. The safe in our room was broken and never repaired.,23,Our room was quiet even though the hotel is in the very centre. Kids loved the pool and the staff treated them wonderfully. Worth every euro.,26,9.1,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Suite', 'Submitted from a mobile device' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-06-14,8.4,The Telegraph Suites,Romania,No Negative,0,Beautiful historic building with modern renovated bathrooms.,7,9.9,"[ 'Leisure trip', 'Family with older children', 'Stayed 4 nights', 'Suite', 'Submitted from a mobile device' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-08-10,8.4,The Telegraph Suites,Spain,Our room was not ready at 4pm and we waited an hour in the lobby.,15,"The location was perfect, only a five minute walk to the old town.",13,9.0,"[ 'Leisure trip', 'Group', 'Stayed 2 nights', 'Deluxe Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-07-21,8.4,The Telegraph Suites,Italy,Housekeeping knocked at 8am despite the do not disturb sign. Our room was not ready at 4pm and we waited an hour in the lobby.,25,Loved the design of the lobby and the rooms feel brand new. Kids loved the pool and the staff treated them wonderfully.,22,8.2,"[ 'Leisure trip', 'Solo traveler', 'Stayed 7 nights', 'Deluxe Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-08-07,8.4,The Telegraph Suites,United Kingdom,No Negative,0,The location is convenient for the main station.,8,8.3,"[ 'Leisure trip', 'Family with older children', 'Stayed 3 nights', 'Superior Double Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-03-01,8.4,The Telegraph Suites,Switzerland,No Negative,0,"The metro station is literally around the corner, so convenient.",10,9.1,"[ 'Leisure trip', 'Couple', 'Stayed 1 night', 'Superior Double Room', 'Submitted from a mobile device' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-08-06,8.4,The Telegraph Suites,Ireland,The elevator was out of service and we were on the 6th floor.,13,Breakfast had a huge spread with fresh pastries and good coffee.,11,9.8,"[ 'Business trip', 'Couple', 'Stayed 2 nights', 'Deluxe Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-04-16,8.4,The Telegraph Suites,Germany,Construction next door started drilling at seven in the morning.,10,Wonderful boutique feel and spotlessly clean throughout our stay.,9,8.4,"[ 'Leisure trip', 'Group', 'Stayed 3 nights', 'Double or Twin Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-04-21,8.4,The Telegraph Suites,Romania,No Negative,0,Fine for a one night stopover.,6,9.0,"[ 'Leisure trip', 'Group', 'Stayed 1 night', 'Double or Twin Room', 'Submitted on desktop' ]",41.91003,12.49795
60 Main Street Rome Italy,2025-03-12,8.4,The Telegraph Suites,Ireland,Our booking for a double bed became two singles pushed together.,11,No Positive,0,4.6,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Superior Double Room', 'Submitted on desktop' ]",41.91003,12.49795
63 Main Street Brussels Belgium,2025-04-11,6.1,Hotel NH Collection Grand Sablon,France,Reception was rude when we asked for a late checkout. WiFi kept dropping and the staff could not fix it. Not worth the price we paid.,26,The rooftop bar has an amazing view over the city skyline. Easily the best hotel of our two week trip.,20,5.0,"[ 'Leisure trip', 'Family with older children', 'Stayed 5 nights', 'Deluxe Room', 'Submitted from a mobile device' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-06-24,6.1,Hotel NH Collection Grand Sablon,Spain,Hidden city tax and parking fees appeared at checkout.,9,The staff went above and beyond when our train was delayed. Beautiful historic building with modern renovated bathrooms. We will be back for sure.,24,9.1,"[ 'Leisure trip', 'Family with young children', 'Stayed 1 night', 'Suite', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-02-22,6.1,Hotel NH Collection Grand Sablon,United States of America,Construction next door started drilling at seven in the morning. Management really needs to address this.,16,Beautiful historic building with modern renovated bathrooms.,7,4.9,"[ 'Leisure trip', 'Solo traveler', 'Stayed 1 night', 'Suite', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-03-06,6.1,Hotel NH Collection Grand Sablon,Italy,Our booking for a double bed became two singles pushed together. Not worth the price we paid.,17,No Positive,0,5.2,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Suite', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-04-20,6.1,Hotel NH Collection Grand Sablon,Belgium,Our booking for a double bed became two singles pushed together.,11,No Positive,0,6.0,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Suite', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-12-02,6.1,Hotel NH Collection Grand Sablon,Spain,"Walls are paper thin, we heard every word from the neighbours. The air conditioning was broken for our entire stay. Our room was not ready at 4pm and we waited an hour in the lobby.",35,Wonderful boutique feel and spotlessly clean throughout our stay.,9,3.6,"[ 'Business trip', 'Couple', 'Stayed 2 nights', 'Superior Double Room', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-03-18,6.1,Hotel NH Collection Grand Sablon,Israel,The safe in our room was broken and never repaired. Reception was rude when we asked for a late checkout. The heating could not be turned off and the room was 28 degrees.,33,Breakfast had a huge spread with fresh pastries and good coffee.,11,4.5,"[ 'Leisure trip', 'Family with young children', 'Stayed 2 nights', 'Suite', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-09-20,6.1,Hotel NH Collection Grand Sablon,Poland,Housekeeping knocked at 8am despite the do not disturb sign. The mattress was sagging and clearly needed replacement.,18,The concierge booked us a restaurant we could never have found.,11,8.6,"[ 'Business trip', 'Couple', 'Stayed 5 nights', 'Standard Double Room', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-07-01,6.1,Hotel NH Collection Grand Sablon,Japan,"Walls are paper thin, we heard every word from the neighbours. The room was much smaller than the photos suggested. Coffee at breakfast was undrinkable and the queue was long.",30,"The location was perfect, only a five minute walk to the old town.",13,3.9,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Standard Double Room', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-10-05,6.1,Hotel NH Collection Grand Sablon,Germany,No Negative,0,Our room was quiet even though the hotel is in the very centre. Worth every euro.,16,8.7,"[ 'Leisure trip', 'Family with older children', 'Stayed 1 night', 'Suite', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-12-11,6.1,Hotel NH Collection Grand Sablon,Belgium,"The safe in our room was broken and never repaired. Breakfast was chaotic, tables never cleaned, food ran out early.",20,No Positive,0,4.1,"[ 'Leisure trip', 'Solo traveler', 'Stayed 1 night', 'Standard Double Room', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-02-28,6.1,Hotel NH Collection Grand Sablon,Switzerland,"The pool photos are misleading, it is tiny and cold. Noise from the street kept us awake until 3am. Walls are paper thin, we heard every word from the neighbours.",30,No Positive,0,3.8,"[ 'Business trip', 'Couple', 'Stayed 5 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-10-19,6.1,Hotel NH Collection Grand Sablon,Brazil,No Negative,0,The lobby is nicer than the rooms.,7,8.2,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",50.85439,4.34262
63 Main Street Brussels Belgium,2025-02-13,6.1,Hotel NH Collection Grand Sablon,Belgium,No Negative,0,"Our room was quiet even though the hotel is in the very centre. The metro station is literally around the corner, so convenient.",23,9.5,"[ 'Business trip', 'Group', 'Stayed 2 nights', 'Double or Twin Room', 'Submitted from a mobile device' ]",50.85439,4.34262
66 Main Street Split Croatia,2025-10-03,7.3,Brown Beach House,Poland,No Negative,0,The concierge booked us a restaurant we could never have found. We will be back for sure.,17,9.4,"[ 'Leisure trip', 'Family with older children', 'Stayed 2 nights', 'Standard Double Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-08-02,7.3,Brown Beach House,Canada,Reception was rude when we asked for a late checkout.,10,No Positive,0,6.0,"[ 'Leisure trip', 'Couple', 'Stayed 2 nights', 'Suite', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-12-26,7.3,Brown Beach House,United Kingdom,No Negative,0,Housekeeping kept everything immaculate every single day. Worth every euro.,10,8.7,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Superior Double Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-11-17,7.3,Brown Beach House,Italy,No Negative,0,"It is a standard chain hotel, nothing more nothing less.",10,9.4,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted from a mobile device' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-11-12,7.3,Brown Beach House,France,"The pool photos are misleading, it is tiny and cold. The elevator was out of service and we were on the 6th floor.",23,No Positive,0,4.7,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-08-18,7.3,Brown Beach House,Turkey,The elevator was out of service and we were on the 6th floor.,13,No Positive,0,4.5,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-05-08,7.3,Brown Beach House,Australia,The room was much smaller than the photos suggested.,9,The bed was extremely comfortable and the shower pressure great.,10,6.7,"[ 'Business trip', 'Family with young children', 'Stayed 3 nights', 'Deluxe Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-09-22,7.3,Brown Beach House,Japan,Coffee at breakfast was undrinkable and the queue was long. The mattress was sagging and clearly needed replacement.,18,Check in was fast and the receptionist upgraded us for free. Room service arrived hot and faster than promised. We will be back for sure.,25,8.2,"[ 'Business trip', 'Group', 'Stayed 2 nights', 'Standard Double Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-07-25,7.3,Brown Beach House,Italy,"Breakfast was chaotic, tables never cleaned, food ran out early. The bathroom smelled of mould and the drain was clogged. We would not return.",24,The staff went above and beyond when our train was delayed. Kids loved the pool and the staff treated them wonderfully.,21,9.3,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Standard Double Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-04-04,7.3,Brown Beach House,Romania,Coffee at breakfast was undrinkable and the queue was long. The safe in our room was broken and never repaired.,20,No Positive,0,8.3,"[ 'Business trip', 'Couple', 'Stayed 3 nights', 'Double or Twin Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-10-16,7.3,Brown Beach House,Germany,WiFi kept dropping and the staff could not fix it. We would not return.,14,"Perfect base for sightseeing, every landmark within walking distance.",9,4.1,"[ 'Leisure trip', 'Family with older children', 'Stayed 4 nights', 'Superior Double Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-02-06,7.3,Brown Beach House,Brazil,The heating could not be turned off and the room was 28 degrees. The elevator was out of service and we were on the 6th floor. Housekeeping knocked at 8am despite the do not disturb sign.,36,"The metro station is literally around the corner, so convenient.",10,3.4,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-12-26,7.3,Brown Beach House,Japan,No Negative,0,The location is convenient for the main station.,8,9.6,"[ 'Business trip', 'Couple', 'Stayed 7 nights', 'Double or Twin Room', 'Submitted on desktop' ]",43.50266,16.43599
66 Main Street Split Croatia,2025-01-07,7.3,Brown Beach House,Brazil,Coffee at breakfast was undrinkable and the queue was long. Noise from the street kept us awake until 3am.,19,"Fast wifi, good desk, worked perfectly for my remote work mornings. We will be back for sure.",17,9.3,"[ 'Leisure trip', 'Solo traveler', 'Stayed 1 night', 'Suite', 'Submitted from a mobile device' ]",43.50266,16.43599
69 Main Street Zurich Switzerland,2025-07-11,7.4,Hotel Opera,Ireland,No Negative,0,"It is a standard chain hotel, nothing more nothing less.",10,9.6,"[ 'Leisure trip', 'Family with older children', 'Stayed 3 nights', 'Superior Double Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-12-15,7.4,Hotel Opera,Netherlands,"The pool photos are misleading, it is tiny and cold. The minibar is absurdly priced, four euros for water. The bathroom smelled of mould and the drain was clogged.",29,No Positive,0,4.0,"[ 'Business trip', 'Couple', 'Stayed 5 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-12-02,7.4,Hotel Opera,Brazil,"Breakfast was chaotic, tables never cleaned, food ran out early. WiFi kept dropping and the staff could not fix it.",20,Loved the design of the lobby and the rooms feel brand new.,12,7.6,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Deluxe Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-10-16,7.4,Hotel Opera,Turkey,The room was much smaller than the photos suggested. The elevator was out of service and we were on the 6th floor.,22,"The spa and sauna were a lovely surprise after a long flight. Fast wifi, good desk, worked perfectly for my remote work mornings. Worth every euro.",26,8.4,"[ 'Business trip', 'Couple', 'Stayed 2 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-01-22,7.4,Hotel Opera,United States of America,No Negative,0,The staff went above and beyond when our train was delayed. Wonderful boutique feel and spotlessly clean throughout our stay. Highly recommended for couples on a city break.,28,8.9,"[ 'Leisure trip', 'Family with young children', 'Stayed 4 nights', 'Suite', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-05-11,7.4,Hotel Opera,Ireland,"WiFi kept dropping and the staff could not fix it. Breakfast was chaotic, tables never cleaned, food ran out early.",20,Kids loved the pool and the staff treated them wonderfully. Easily the best hotel of our two week trip.,19,8.1,"[ 'Leisure trip', 'Group', 'Stayed 7 nights', 'Superior Double Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-11-17,7.4,Hotel Opera,Romania,"Walls are paper thin, we heard every word from the neighbours. Housekeeping knocked at 8am despite the do not disturb sign. The mattress was sagging and clearly needed replacement.",29,The view from the 8th floor over the river was unforgettable.,11,6.1,"[ 'Leisure trip', 'Family with young children', 'Stayed 5 nights', 'Suite', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-03-20,7.4,Hotel Opera,Germany,"Breakfast was chaotic, tables never cleaned, food ran out early.",10,Breakfast had a huge spread with fresh pastries and good coffee.,11,8.3,"[ 'Leisure trip', 'Couple', 'Stayed 1 night', 'Standard Double Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-04-23,7.4,Hotel Opera,United Kingdom,No Negative,0,Fine for a one night stopover.,6,9.4,"[ 'Leisure trip', 'Couple', 'Stayed 3 nights', 'Deluxe Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-04-11,7.4,Hotel Opera,Canada,Our booking for a double bed became two singles pushed together. WiFi kept dropping and the staff could not fix it.,21,Wonderful boutique feel and spotlessly clean throughout our stay.,9,6.1,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-11-11,7.4,Hotel Opera,Israel,No Negative,0,Fine for a one night stopover.,6,9.4,"[ 'Leisure trip', 'Solo traveler', 'Stayed 2 nights', 'Standard Double Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-11-18,7.4,Hotel Opera,Spain,"Walls are paper thin, we heard every word from the neighbours.",11,The view from the 8th floor over the river was unforgettable.,11,4.9,"[ 'Leisure trip', 'Family with older children', 'Stayed 4 nights', 'Double or Twin Room', 'Submitted on desktop' ]",47.3685,8.53636
